layer_id,height_index,point_index,x,y,z
scene_3.1_y02,2,19,117.717458908,7.260306399,-344.164107054
scene_3.1_y02,2,20,121.306242146,7.260306399,-344.164107054
scene_3.1_y02,2,21,124.895025383,7.260306399,-344.164107054
scene_3.1_y02,2,22,128.483808621,7.260306399,-344.164107054
scene_3.1_y02,2,23,132.072591858,7.260306399,-344.164107054
scene_3.1_y02,2,24,99.77354272,7.260306399,-341.044047334
scene_3.1_y02,2,25,103.362325957,7.260306399,-341.044047334
scene_3.1_y02,2,26,106.951109195,7.260306399,-341.044047334
scene_3.1_y02,2,27,110.539892433,7.260306399,-341.044047334
scene_3.1_y02,2,28,114.12867567,7.260306399,-341.044047334
scene_3.1_y02,2,29,117.717458908,7.260306399,-341.044047334
scene_3.1_y02,2,30,121.306242146,7.260306399,-341.044047334
scene_3.1_y02,2,31,124.895025383,7.260306399,-341.044047334
scene_3.1_y02,2,32,128.483808621,7.260306399,-341.044047334
scene_3.1_y02,2,33,132.072591858,7.260306399,-341.044047334
scene_3.1_y02,2,34,96.184759482,7.260306399,-337.923987615
scene_3.1_y02,2,35,99.77354272,7.260306399,-337.923987615
scene_3.1_y02,2,36,103.362325957,7.260306399,-337.923987615
scene_3.1_y02,2,37,106.951109195,7.260306399,-337.923987615
scene_3.1_y02,2,38,110.539892433,7.260306399,-337.923987615
scene_3.1_y02,2,39,114.12867567,7.260306399,-337.923987615
scene_3.1_y02,2,40,117.717458908,7.260306399,-337.923987615
scene_3.1_y02,2,41,121.306242146,7.260306399,-337.923987615
scene_3.1_y02,2,42,124.895025383,7.260306399,-337.923987615
scene_3.1_y02,2,43,128.483808621,7.260306399,-337.923987615
scene_3.1_y02,2,44,132.072591858,7.260306399,-337.923987615
scene_3.1_y02,2,45,96.184759482,7.260306399,-334.803927895
scene_3.1_y02,2,46,99.77354272,7.260306399,-334.803927895
scene_3.1_y02,2,47,103.362325957,7.260306399,-334.803927895
scene_3.1_y02,2,48,106.951109195,7.260306399,-334.803927895
scene_3.1_y02,2,49,110.539892433,7.260306399,-334.803927895
scene_3.1_y02,2,50,114.12867567,7.260306399,-334.803927895
scene_3.1_y02,2,51,117.717458908,7.260306399,-334.803927895
scene_3.1_y02,2,52,121.306242146,7.260306399,-334.803927895
scene_3.1_y02,2,53,124.895025383,7.260306399,-334.803927895
scene_3.1_y02,2,54,128.483808621,7.260306399,-334.803927895
scene_3.1_y02,2,55,132.072591858,7.260306399,-334.803927895
scene_3.1_y02,2,56,96.184759482,7.260306399,-331.683868175
scene_3.1_y02,2,57,99.77354272,7.260306399,-331.683868175
scene_3.1_y02,2,58,103.362325957,7.260306399,-331.683868175
scene_3.1_y02,2,59,106.951109195,7.260306399,-331.683868175
scene_3.1_y02,2,60,110.539892433,7.260306399,-331.683868175
scene_3.1_y02,2,61,114.12867567,7.260306399,-331.683868175
scene_3.1_y02,2,62,117.717458908,7.260306399,-331.683868175
scene_3.1_y02,2,63,121.306242146,7.260306399,-331.683868175
scene_3.1_y02,2,64,124.895025383,7.260306399,-331.683868175
scene_3.1_y02,2,65,128.483808621,7.260306399,-331.683868175
scene_3.1_y02,2,66,132.072591858,7.260306399,-331.683868175
scene_3.1_y02,2,67,96.184759482,7.260306399,-328.563808455
scene_3.1_y02,2,68,99.77354272,7.260306399,-328.563808455
scene_3.1_y02,2,69,103.362325957,7.260306399,-328.563808455
scene_3.1_y02,2,70,106.951109195,7.260306399,-328.563808455
scene_3.1_y02,2,71,110.539892433,7.260306399,-328.563808455
scene_3.1_y02,2,72,114.12867567,7.260306399,-328.563808455
scene_3.1_y02,2,73,117.717458908,7.260306399,-328.563808455
scene_3.1_y02,2,74,121.306242146,7.260306399,-328.563808455
scene_3.1_y02,2,75,124.895025383,7.260306399,-328.563808455
scene_3.1_y02,2,76,128.483808621,7.260306399,-328.563808455
scene_3.1_y02,2,77,132.072591858,7.260306399,-328.563808455
scene_3.1_y02,2,78,96.184759482,7.260306399,-325.443748735
scene_3.1_y02,2,79,99.77354272,7.260306399,-325.443748735
scene_3.1_y02,2,80,103.362325957,7.260306399,-325.443748735
scene_3.1_y02,2,81,106.951109195,7.260306399,-325.443748735
scene_3.1_y02,2,82,110.539892433,7.260306399,-325.443748735
scene_3.1_y02,2,83,114.12867567,7.260306399,-325.443748735
scene_3.1_y02,2,84,117.717458908,7.260306399,-325.443748735
scene_3.1_y02,2,85,121.306242146,7.260306399,-325.443748735
scene_3.1_y02,2,86,124.895025383,7.260306399,-325.443748735
scene_3.1_y02,2,87,128.483808621,7.260306399,-325.443748735
scene_3.1_y02,2,88,132.072591858,7.260306399,-325.443748735
scene_3.1_y02,2,89,92.595976245,7.260306399,-322.323689015
scene_3.1_y02,2,90,96.184759482,7.260306399,-322.323689015
scene_3.1_y02,2,91,99.77354272,7.260306399,-322.323689015
scene_3.1_y02,2,92,103.362325957,7.260306399,-322.323689015
scene_3.1_y02,2,93,106.951109195,7.260306399,-322.323689015
scene_3.1_y02,2,94,110.539892433,7.260306399,-322.323689015
scene_3.1_y02,2,95,114.12867567,7.260306399,-322.323689015
scene_3.1_y02,2,96,117.717458908,7.260306399,-322.323689015
scene_3.1_y02,2,97,121.306242146,7.260306399,-322.323689015
scene_3.1_y02,2,98,124.895025383,7.260306399,-322.323689015
scene_3.1_y02,2,99,128.483808621,7.260306399,-322.323689015
scene_3.1_y02,2,100,132.072591858,7.260306399,-322.323689015
scene_3.1_y02,2,101,92.595976245,7.260306399,-319.203629296
scene_3.1_y02,2,102,96.184759482,7.260306399,-319.203629296
scene_3.1_y02,2,103,99.77354272,7.260306399,-319.203629296
scene_3.1_y02,2,104,103.362325957,7.260306399,-319.203629296
scene_3.1_y02,2,105,106.951109195,7.260306399,-319.203629296
scene_3.1_y02,2,106,110.539892433,7.260306399,-319.203629296
scene_3.1_y02,2,107,114.12867567,7.260306399,-319.203629296
scene_3.1_y02,2,108,117.717458908,7.260306399,-319.203629296
scene_3.1_y02,2,109,121.306242146,7.260306399,-319.203629296
scene_3.1_y02,2,110,124.895025383,7.260306399,-319.203629296
scene_3.1_y02,2,111,128.483808621,7.260306399,-319.203629296
scene_3.1_y02,2,112,132.072591858,7.260306399,-319.203629296
scene_3.1_y02,2,113,92.595976245,7.260306399,-316.083569576
scene_3.1_y02,2,114,96.184759482,7.260306399,-316.083569576
scene_3.1_y02,2,115,99.77354272,7.260306399,-316.083569576
scene_3.1_y02,2,116,103.362325957,7.260306399,-316.083569576
scene_3.1_y02,2,117,106.951109195,7.260306399,-316.083569576
scene_3.1_y02,2,118,110.539892433,7.260306399,-316.083569576
scene_3.1_y02,2,119,114.12867567,7.260306399,-316.083569576
scene_3.1_y02,2,120,117.717458908,7.260306399,-316.083569576
scene_3.1_y02,2,121,121.306242146,7.260306399,-316.083569576
scene_3.1_y02,2,122,124.895025383,7.260306399,-316.083569576
scene_3.1_y02,2,123,128.483808621,7.260306399,-316.083569576
scene_3.1_y02,2,124,132.072591858,7.260306399,-316.083569576
scene_3.1_y02,2,125,99.77354272,7.260306399,-312.963509856
scene_3.1_y02,2,126,103.362325957,7.260306399,-312.963509856
scene_3.1_y02,2,127,106.951109195,7.260306399,-312.963509856
scene_3.1_y02,2,128,110.539892433,7.260306399,-312.963509856
scene_3.1_y02,2,129,114.12867567,7.260306399,-312.963509856
scene_3.1_y02,2,130,117.717458908,7.260306399,-312.963509856
scene_3.1_y02,2,131,121.306242146,7.260306399,-312.963509856
scene_3.1_y02,2,132,124.895025383,7.260306399,-312.963509856
scene_3.1_y02,2,133,128.483808621,7.260306399,-312.963509856
scene_3.1_y02,2,134,132.072591858,7.260306399,-312.963509856
scene_3.1_y03,3,1,99.77354272,10.696959072,-350.404226494
scene_3.1_y03,3,2,103.362325957,10.696959072,-350.404226494
scene_3.1_y03,3,3,106.951109195,10.696959072,-350.404226494
scene_3.1_y03,3,4,99.77354272,10.696959072,-347.284166774
scene_3.1_y03,3,5,103.362325957,10.696959072,-347.284166774
scene_3.1_y03,3,6,106.951109195,10.696959072,-347.284166774
scene_3.1_y03,3,7,110.539892433,10.696959072,-347.284166774
scene_3.1_y03,3,8,114.12867567,10.696959072,-347.284166774
scene_3.1_y03,3,9,117.717458908,10.696959072,-347.284166774
scene_3.1_y03,3,10,121.306242146,10.696959072,-347.284166774
scene_3.1_y03,3,11,124.895025383,10.696959072,-347.284166774
scene_3.1_y03,3,12,128.483808621,10.696959072,-347.284166774
scene_3.1_y03,3,13,132.072591858,10.696959072,-347.284166774
scene_3.1_y03,3,14,99.77354272,10.696959072,-344.164107054
scene_3.1_y03,3,15,103.362325957,10.696959072,-344.164107054
scene_3.1_y03,3,16,106.951109195,10.696959072,-344.164107054
scene_3.1_y03,3,17,110.539892433,10.696959072,-344.164107054
scene_3.1_y03,3,18,114.12867567,10.696959072,-344.164107054
scene_3.1_y03,3,19,117.717458908,10.696959072,-344.164107054
scene_3.1_y03,3,20,121.306242146,10.696959072,-344.164107054
scene_3.1_y03,3,21,124.895025383,10.696959072,-344.164107054
scene_3.1_y03,3,22,128.483808621,10.696959072,-344.164107054
scene_3.1_y03,3,23,132.072591858,10.696959072,-344.164107054
scene_3.1_y03,3,24,96.184759482,10.696959072,-341.044047334
scene_3.1_y03,3,25,99.77354272,10.696959072,-341.044047334
scene_3.1_y03,3,26,103.362325957,10.696959072,-341.044047334
scene_3.1_y03,3,27,106.951109195,10.696959072,-341.044047334
scene_3.1_y03,3,28,110.539892433,10.696959072,-341.044047334
scene_3.1_y03,3,29,114.12867567,10.696959072,-341.044047334
scene_3.1_y03,3,30,117.717458908,10.696959072,-341.044047334
scene_3.1_y03,3,31,121.306242146,10.696959072,-341.044047334
scene_3.1_y03,3,32,124.895025383,10.696959072,-341.044047334
scene_3.1_y03,3,33,128.483808621,10.696959072,-341.044047334
scene_3.1_y03,3,34,132.072591858,10.696959072,-341.044047334
scene_3.1_y03,3,35,96.184759482,10.696959072,-337.923987615
scene_3.1_y03,3,36,99.77354272,10.696959072,-337.923987615
scene_3.1_y03,3,37,103.362325957,10.696959072,-337.923987615
scene_3.1_y03,3,38,106.951109195,10.696959072,-337.923987615
scene_3.1_y03,3,39,110.539892433,10.696959072,-337.923987615
scene_3.1_y03,3,40,114.12867567,10.696959072,-337.923987615
scene_3.1_y03,3,41,117.717458908,10.696959072,-337.923987615
scene_3.1_y03,3,42,121.306242146,10.696959072,-337.923987615
scene_3.1_y03,3,43,124.895025383,10.696959072,-337.923987615
scene_3.1_y03,3,44,128.483808621,10.696959072,-337.923987615
scene_3.1_y03,3,45,132.072591858,10.696959072,-337.923987615
scene_3.1_y03,3,46,96.184759482,10.696959072,-334.803927895
scene_3.1_y03,3,47,99.77354272,10.696959072,-334.803927895
scene_3.1_y03,3,48,103.362325957,10.696959072,-334.803927895
scene_3.1_y03,3,49,106.951109195,10.696959072,-334.803927895
scene_3.1_y03,3,50,110.539892433,10.696959072,-334.803927895
scene_3.1_y03,3,51,114.12867567,10.696959072,-334.803927895
scene_3.1_y03,3,52,117.717458908,10.696959072,-334.803927895
scene_3.1_y03,3,53,121.306242146,10.696959072,-334.803927895
scene_3.1_y03,3,54,124.895025383,10.696959072,-334.803927895
scene_3.1_y03,3,55,128.483808621,10.696959072,-334.803927895
scene_3.1_y03,3,56,132.072591858,10.696959072,-334.803927895
scene_3.1_y03,3,57,96.184759482,10.696959072,-331.683868175
scene_3.1_y03,3,58,99.77354272,10.696959072,-331.683868175
scene_3.1_y03,3,59,103.362325957,10.696959072,-331.683868175
scene_3.1_y03,3,60,106.951109195,10.696959072,-331.683868175
scene_3.1_y03,3,61,110.539892433,10.696959072,-331.683868175
scene_3.1_y03,3,62,114.12867567,10.696959072,-331.683868175
scene_3.1_y03,3,63,117.717458908,10.696959072,-331.683868175
scene_3.1_y03,3,64,121.306242146,10.696959072,-331.683868175
scene_3.1_y03,3,65,124.895025383,10.696959072,-331.683868175
scene_3.1_y03,3,66,128.483808621,10.696959072,-331.683868175
scene_3.1_y03,3,67,132.072591858,10.696959072,-331.683868175
scene_3.1_y03,3,68,96.184759482,10.696959072,-328.563808455
scene_3.1_y03,3,69,99.77354272,10.696959072,-328.563808455
scene_3.1_y03,3,70,103.362325957,10.696959072,-328.563808455
scene_3.1_y03,3,71,106.951109195,10.696959072,-328.563808455
scene_3.1_y03,3,72,110.539892433,10.696959072,-328.563808455
scene_3.1_y03,3,73,114.12867567,10.696959072,-328.563808455
scene_3.1_y03,3,74,117.717458908,10.696959072,-328.563808455
scene_3.1_y03,3,75,121.306242146,10.696959072,-328.563808455
scene_3.1_y03,3,76,124.895025383,10.696959072,-328.563808455
scene_3.1_y03,3,77,128.483808621,10.696959072,-328.563808455
scene_3.1_y03,3,78,132.072591858,10.696959072,-328.563808455
scene_3.1_y03,3,79,92.595976245,10.696959072,-325.443748735
scene_3.1_y03,3,80,96.184759482,10.696959072,-325.443748735
scene_3.1_y03,3,81,99.77354272,10.696959072,-325.443748735
scene_3.1_y03,3,82,103.362325957,10.696959072,-325.443748735
scene_3.1_y03,3,83,106.951109195,10.696959072,-325.443748735
scene_3.1_y03,3,84,110.539892433,10.696959072,-325.443748735
scene_3.1_y03,3,85,114.12867567,10.696959072,-325.443748735
scene_3.1_y03,3,86,117.717458908,10.696959072,-325.443748735
scene_3.1_y03,3,87,121.306242146,10.696959072,-325.443748735
scene_3.1_y03,3,88,124.895025383,10.696959072,-325.443748735
scene_3.1_y03,3,89,128.483808621,10.696959072,-325.443748735
scene_3.1_y03,3,90,132.072591858,10.696959072,-325.443748735
scene_3.1_y03,3,91,92.595976245,10.696959072,-322.323689015
scene_3.1_y03,3,92,96.184759482,10.696959072,-322.323689015
scene_3.1_y03,3,93,99.77354272,10.696959072,-322.323689015
scene_3.1_y03,3,94,103.362325957,10.696959072,-322.323689015
scene_3.1_y03,3,95,106.951109195,10.696959072,-322.323689015
scene_3.1_y03,3,96,110.539892433,10.696959072,-322.323689015
scene_3.1_y03,3,97,114.12867567,10.696959072,-322.323689015
scene_3.1_y03,3,98,117.717458908,10.696959072,-322.323689015
scene_3.1_y03,3,99,121.306242146,10.696959072,-322.323689015
scene_3.1_y03,3,100,124.895025383,10.696959072,-322.323689015
scene_3.1_y03,3,101,128.483808621,10.696959072,-322.323689015
scene_3.1_y03,3,102,132.072591858,10.696959072,-322.323689015
scene_3.1_y03,3,103,92.595976245,10.696959072,-319.203629296
scene_3.1_y03,3,104,96.184759482,10.696959072,-319.203629296
scene_3.1_y03,3,105,99.77354272,10.696959072,-319.203629296
scene_3.1_y03,3,106,103.362325957,10.696959072,-319.203629296
scene_3.1_y03,3,107,106.951109195,10.696959072,-319.203629296
scene_3.1_y03,3,108,110.539892433,10.696959072,-319.203629296
scene_3.1_y03,3,109,114.12867567,10.696959072,-319.203629296
scene_3.1_y03,3,110,117.717458908,10.696959072,-319.203629296
scene_3.1_y03,3,111,121.306242146,10.696959072,-319.203629296
scene_3.1_y03,3,112,124.895025383,10.696959072,-319.203629296
scene_3.1_y03,3,113,128.483808621,10.696959072,-319.203629296
scene_3.1_y03,3,114,132.072591858,10.696959072,-319.203629296
scene_3.1_y03,3,115,92.595976245,10.696959072,-316.083569576
scene_3.1_y03,3,116,96.184759482,10.696959072,-316.083569576
scene_3.1_y03,3,117,99.77354272,10.696959072,-316.083569576
scene_3.1_y03,3,118,103.362325957,10.696959072,-316.083569576
scene_3.1_y03,3,119,106.951109195,10.696959072,-316.083569576
scene_3.1_y03,3,120,110.539892433,10.696959072,-316.083569576
scene_3.1_y03,3,121,114.12867567,10.696959072,-316.083569576
scene_3.1_y03,3,122,117.717458908,10.696959072,-316.083569576
scene_3.1_y03,3,123,121.306242146,10.696959072,-316.083569576
scene_3.1_y03,3,124,124.895025383,10.696959072,-316.083569576
scene_3.1_y03,3,125,128.483808621,10.696959072,-316.083569576
scene_3.1_y03,3,126,132.072591858,10.696959072,-316.083569576
scene_3.1_y03,3,127,92.595976245,10.696959072,-312.963509856
scene_3.1_y03,3,128,96.184759482,10.696959072,-312.963509856
scene_3.1_y03,3,129,99.77354272,10.696959072,-312.963509856
scene_3.1_y03,3,130,103.362325957,10.696959072,-312.963509856
scene_3.1_y03,3,131,106.951109195,10.696959072,-312.963509856
scene_3.1_y03,3,132,110.539892433,10.696959072,-312.963509856
scene_3.1_y03,3,133,114.12867567,10.696959072,-312.963509856
scene_3.1_y03,3,134,117.717458908,10.696959072,-312.963509856
scene_3.1_y03,3,135,121.306242146,10.696959072,-312.963509856
scene_3.1_y03,3,136,124.895025383,10.696959072,-312.963509856
scene_3.1_y03,3,137,128.483808621,10.696959072,-312.963509856
scene_3.1_y03,3,138,132.072591858,10.696959072,-312.963509856
scene_3.1_y04,4,1,99.77354272,14.133611744,-350.404226494
scene_3.1_y04,4,2,103.362325957,14.133611744,-350.404226494
scene_3.1_y04,4,3,106.951109195,14.133611744,-350.404226494
scene_3.1_y04,4,4,99.77354272,14.133611744,-347.284166774
scene_3.1_y04,4,5,103.362325957,14.133611744,-347.284166774
scene_3.1_y04,4,6,106.951109195,14.133611744,-347.284166774
scene_3.1_y04,4,7,110.539892433,14.133611744,-347.284166774
scene_3.1_y04,4,8,114.12867567,14.133611744,-347.284166774
scene_3.1_y04,4,9,117.717458908,14.133611744,-347.284166774
scene_3.1_y04,4,10,121.306242146,14.133611744,-347.284166774
scene_3.1_y04,4,11,124.895025383,14.133611744,-347.284166774
scene_3.1_y04,4,12,128.483808621,14.133611744,-347.284166774
scene_3.1_y04,4,13,132.072591858,14.133611744,-347.284166774
scene_3.1_y04,4,14,99.77354272,14.133611744,-344.164107054
scene_3.1_y04,4,15,103.362325957,14.133611744,-344.164107054
scene_3.1_y04,4,16,106.951109195,14.133611744,-344.164107054
scene_3.1_y04,4,17,110.539892433,14.133611744,-344.164107054
scene_3.1_y04,4,18,114.12867567,14.133611744,-344.164107054
scene_3.1_y04,4,19,117.717458908,14.133611744,-344.164107054
scene_3.1_y04,4,20,121.306242146,14.133611744,-344.164107054
scene_3.1_y04,4,21,124.895025383,14.133611744,-344.164107054
scene_3.1_y04,4,22,128.483808621,14.133611744,-344.164107054
scene_3.1_y04,4,23,132.072591858,14.133611744,-344.164107054
scene_3.1_y04,4,24,96.184759482,14.133611744,-341.044047334
scene_3.1_y04,4,25,99.77354272,14.133611744,-341.044047334
scene_3.1_y04,4,26,103.362325957,14.133611744,-341.044047334
scene_3.1_y04,4,27,106.951109195,14.133611744,-341.044047334
scene_3.1_y04,4,28,110.539892433,14.133611744,-341.044047334
scene_3.1_y04,4,29,114.12867567,14.133611744,-341.044047334
scene_3.1_y04,4,30,117.717458908,14.133611744,-341.044047334
scene_3.1_y04,4,31,121.306242146,14.133611744,-341.044047334
scene_3.1_y04,4,32,124.895025383,14.133611744,-341.044047334
scene_3.1_y04,4,33,128.483808621,14.133611744,-341.044047334
scene_3.1_y04,4,34,132.072591858,14.133611744,-341.044047334
scene_3.1_y04,4,35,135.661375096,14.133611744,-341.044047334
scene_3.1_y04,4,36,96.184759482,14.133611744,-337.923987615
scene_3.1_y04,4,37,99.77354272,14.133611744,-337.923987615
scene_3.1_y04,4,38,103.362325957,14.133611744,-337.923987615
scene_3.1_y04,4,39,106.951109195,14.133611744,-337.923987615
scene_3.1_y04,4,40,110.539892433,14.133611744,-337.923987615
scene_3.1_y04,4,41,114.12867567,14.133611744,-337.923987615
scene_3.1_y04,4,42,117.717458908,14.133611744,-337.923987615
scene_3.1_y04,4,43,121.306242146,14.133611744,-337.923987615
scene_3.1_y04,4,44,124.895025383,14.133611744,-337.923987615
scene_3.1_y04,4,45,128.483808621,14.133611744,-337.923987615
scene_3.1_y04,4,46,132.072591858,14.133611744,-337.923987615
scene_3.1_y04,4,47,135.661375096,14.133611744,-337.923987615
scene_3.1_y04,4,48,96.184759482,14.133611744,-334.803927895
scene_3.1_y04,4,49,99.77354272,14.133611744,-334.803927895
scene_3.1_y04,4,50,103.362325957,14.133611744,-334.803927895
scene_3.1_y04,4,51,106.951109195,14.133611744,-334.803927895
scene_3.1_y04,4,52,110.539892433,14.133611744,-334.803927895
scene_3.1_y04,4,53,114.12867567,14.133611744,-334.803927895
scene_3.1_y04,4,54,117.717458908,14.133611744,-334.803927895
scene_3.1_y04,4,55,121.306242146,14.133611744,-334.803927895
scene_3.1_y04,4,56,124.895025383,14.133611744,-334.803927895
scene_3.1_y04,4,57,128.483808621,14.133611744,-334.803927895
scene_3.1_y04,4,58,132.072591858,14.133611744,-334.803927895
scene_3.1_y04,4,59,135.661375096,14.133611744,-334.803927895
scene_3.1_y04,4,60,96.184759482,14.133611744,-331.683868175
scene_3.1_y04,4,61,99.77354272,14.133611744,-331.683868175
scene_3.1_y04,4,62,103.362325957,14.133611744,-331.683868175
scene_3.1_y04,4,63,106.951109195,14.133611744,-331.683868175
scene_3.1_y04,4,64,110.539892433,14.133611744,-331.683868175
scene_3.1_y04,4,65,114.12867567,14.133611744,-331.683868175
scene_3.1_y04,4,66,117.717458908,14.133611744,-331.683868175
scene_3.1_y04,4,67,121.306242146,14.133611744,-331.683868175
scene_3.1_y04,4,68,124.895025383,14.133611744,-331.683868175
scene_3.1_y04,4,69,128.483808621,14.133611744,-331.683868175
scene_3.1_y04,4,70,132.072591858,14.133611744,-331.683868175
scene_3.1_y04,4,71,96.184759482,14.133611744,-328.563808455
scene_3.1_y04,4,72,99.77354272,14.133611744,-328.563808455
scene_3.1_y04,4,73,103.362325957,14.133611744,-328.563808455
scene_3.1_y04,4,74,106.951109195,14.133611744,-328.563808455
scene_3.1_y04,4,75,110.539892433,14.133611744,-328.563808455
scene_3.1_y04,4,76,114.12867567,14.133611744,-328.563808455
scene_3.1_y04,4,77,117.717458908,14.133611744,-328.563808455
scene_3.1_y04,4,78,121.306242146,14.133611744,-328.563808455
scene_3.1_y04,4,79,124.895025383,14.133611744,-328.563808455
scene_3.1_y04,4,80,128.483808621,14.133611744,-328.563808455
scene_3.1_y04,4,81,132.072591858,14.133611744,-328.563808455
scene_3.1_y04,4,82,92.595976245,14.133611744,-325.443748735
scene_3.1_y04,4,83,96.184759482,14.133611744,-325.443748735
scene_3.1_y04,4,84,99.77354272,14.133611744,-325.443748735
scene_3.1_y04,4,85,103.362325957,14.133611744,-325.443748735
scene_3.1_y04,4,86,106.951109195,14.133611744,-325.443748735
scene_3.1_y04,4,87,110.539892433,14.133611744,-325.443748735
scene_3.1_y04,4,88,114.12867567,14.133611744,-325.443748735
scene_3.1_y04,4,89,117.717458908,14.133611744,-325.443748735
scene_3.1_y04,4,90,121.306242146,14.133611744,-325.443748735
scene_3.1_y04,4,91,124.895025383,14.133611744,-325.443748735
scene_3.1_y04,4,92,128.483808621,14.133611744,-325.443748735
scene_3.1_y04,4,93,132.072591858,14.133611744,-325.443748735
scene_3.1_y04,4,94,92.595976245,14.133611744,-322.323689015
scene_3.1_y04,4,95,96.184759482,14.133611744,-322.323689015
scene_3.1_y04,4,96,99.77354272,14.133611744,-322.323689015
scene_3.1_y04,4,97,103.362325957,14.133611744,-322.323689015
scene_3.1_y04,4,98,106.951109195,14.133611744,-322.323689015
scene_3.1_y04,4,99,110.539892433,14.133611744,-322.323689015
scene_3.1_y04,4,100,114.12867567,14.133611744,-322.323689015
scene_3.1_y04,4,101,117.717458908,14.133611744,-322.323689015
scene_3.1_y04,4,102,121.306242146,14.133611744,-322.323689015
